	"deployment"	"retrieval"	"month_dep"	"month_ret"	"months"	"arms_code"	"site_code"	"id_site"	"protection"	"protection_level"	"depth"	"lat"	"lon"	"paper"	"ECOREGION"	"PROVINCE"	"REALM"	"Lat_Zone"	"chl_mean"	"k490_mean"	"npp_mean"	"npp_nsi"	"npp_total"	"par_mean"	"sss_mean"	"sss_range"	"sst_mean"	"sst_range"
"F24_A"	2015	2017	"Feb"	"Nov"	33	"F24.A"	"F24"	"site_29_2015_2017"	"protected"	"VI"	8	16.79	42.199	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	1.71568739414215	0.149663850665092	1358.45031738281	0.576776683330536	37048.3828125	48.8052864074707	36.9377326965332	1.6476126909256	29.632833480835	6.52264308929443
"F24_B"	2015	2017	"Feb"	"Nov"	33	"F24.B"	"F24"	"site_29_2015_2017"	"protected"	"VI"	8	16.79	42.199	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	1.71568739414215	0.149663850665092	1358.45031738281	0.576776683330536	37048.3828125	48.8052864074707	36.9377326965332	1.6476126909256	29.632833480835	6.52264308929443
"F24_C"	2015	2017	"Feb"	"Nov"	33	"F24.C"	"F24"	"site_29_2015_2017"	"protected"	"VI"	8	16.79	42.199	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	1.71568739414215	0.149663850665092	1358.45031738281	0.576776683330536	37048.3828125	48.8052864074707	36.9377326965332	1.6476126909256	29.632833480835	6.52264308929443
"Green33"	2019	2020	"Oct"	"Nov"	13	"Green33"	"Green33"	"site_10_2019_2020"	"unprotected"	"absent"	4	56.901246	9.058189	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	9.50784683227539	0.957914233207703	5460.0634765625	0.681786417961121	145459.5	23.349853515625	31.4911346435547	2.93532848358154	10.5588054656982	16.9730339050293
"GStraB"	2019	2020	"Jun"	"Dec"	18	"GStraB"	"GStraB"	"site_25_2019_2020"	"protected"	"nd"	2	67.24035	14.711733	"arms_mbon"	"Northern Norway and Finnmark"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	5.25351238250732	0.571062743663788	5473.171875	0.882673144340515	45749.9921875	23.4301929473877	32.842456817627	1.68883168697357	8.66452980041504	10.832371711731
"GStraM"	2019	2020	"Jun"	"Dec"	18	"GStraM"	"GStraM"	"site_25_2019_2020"	"protected"	"nd"	2	67.240217	14.711533	"arms_mbon"	"Northern Norway and Finnmark"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	5.25351238250732	0.571062743663788	5473.171875	0.882673144340515	45749.9921875	23.4301929473877	32.842456817627	1.68883168697357	8.66452980041504	10.832371711731
"HW_A"	2016	2018	"Jul"	"Jun"	23	"HW.A"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"HW_B"	2016	2018	"Jul"	"Jun"	23	"HW.B"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"HW_C"	2016	2018	"Jul"	"Jun"	23	"HW.C"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"HW_D"	2016	2018	"Jul"	"Jun"	23	"HW.D"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"HW_E"	2016	2018	"Jul"	"Jun"	23	"HW.E"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"HW_F"	2016	2018	"Jul"	"Jun"	23	"HW.F"	"HW"	"site_1_2016_2018"	"protected"	"Ia"	4	21.43346	-157.7863	"Nichols_etal_2021"	"Hawaii"	"Hawaii"	"Eastern Indo-Pacific"	"Tropical"	0.111170969903469	0.0320867821574211	291.720855712891	0.30175644159317	11462.423828125	44.22998046875	34.9464225769043	0.577969074249268	25.9449348449707	4.41374158859253
"JS1_A1"	2013	2014	"Apr"	"Jun"	14	"JS1.A1"	"JS1"	"site_37_2013_2014"	"unprotected"	"absent"	10	21.45	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.308978617191315	0.0509791523218155	497.737121582031	0.296771049499512	22130.15625	48.9117012023926	37.3934783935547	3.62208914756775	28.6226863861084	6.70350933074951
"JS1_A2"	2013	2014	"Apr"	"Jun"	14	"JS1.A2"	"JS1"	"site_37_2013_2014"	"unprotected"	"absent"	10	21.45	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.308978617191315	0.0509791523218155	497.737121582031	0.296771049499512	22130.15625	48.9117012023926	37.3934783935547	3.62208914756775	28.6226863861084	6.70350933074951
"JS1_A3"	2013	2014	"Apr"	"Jun"	14	"JS1.A3"	"JS1"	"site_37_2013_2014"	"unprotected"	"absent"	10	21.45	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.308978617191315	0.0509791523218155	497.737121582031	0.296771049499512	22130.15625	48.9117012023926	37.3934783935547	3.62208914756775	28.6226863861084	6.70350933074951
"JS2_A1"	2013	2014	"Apr"	"Jun"	14	"JS2.A1"	"JS2"	"site_36_2013_2014"	"unprotected"	"absent"	10	21.21	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.289751440286636	0.0496554672718048	482.113586425781	0.306137144565582	21586.203125	48.9554290771484	37.365650177002	3.74404644966125	28.6627063751221	6.50960493087769
"JS2_A2"	2013	2014	"Apr"	"Jun"	14	"JS2.A2"	"JS2"	"site_36_2013_2014"	"unprotected"	"absent"	10	21.21	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.289751440286636	0.0496554672718048	482.113586425781	0.306137144565582	21586.203125	48.9554290771484	37.365650177002	3.74404644966125	28.6627063751221	6.50960493087769
"JS2_A3"	2013	2014	"Apr"	"Jun"	14	"JS2.A3"	"JS2"	"site_36_2013_2014"	"unprotected"	"absent"	10	21.21	39.1	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.289751440286636	0.0496554672718048	482.113586425781	0.306137144565582	21586.203125	48.9554290771484	37.365650177002	3.74404644966125	28.6627063751221	6.50960493087769
"JS3_A1"	2013	2014	"Apr"	"Jun"	14	"JS3.A1"	"JS3"	"site_35_2013_2014"	"unprotected"	"absent"	10	21.06	39.2	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.337327688932419	0.0533632673323154	517.140625	0.337890177965164	21873.052734375	48.7009391784668	37.339241027832	3.80282878875732	28.7034702301025	6.3437328338623
"JS3_A2"	2013	2014	"Apr"	"Jun"	14	"JS3.A2"	"JS3"	"site_35_2013_2014"	"unprotected"	"absent"	10	21.06	39.2	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.337327688932419	0.0533632673323154	517.140625	0.337890177965164	21873.052734375	48.7009391784668	37.339241027832	3.80282878875732	28.7034702301025	6.3437328338623
"JS3_A3"	2013	2014	"Apr"	"Jun"	14	"JS3.A3"	"JS3"	"site_35_2013_2014"	"unprotected"	"absent"	10	21.06	39.2	"Pearman et al. 2020"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.337327688932419	0.0533632673323154	517.140625	0.337890177965164	21873.052734375	48.7009391784668	37.339241027832	3.80282878875732	28.7034702301025	6.3437328338623
"KAM_A1"	2013	2014	"Aug"	"Sep"	13	"KAM.A1"	"KAM"	"site_20_2013_2014"	"unprotected"	"absent"	8	43.02	27.9	"Pearman et al. 2020"	"Black Sea"	"Black Sea"	"Temperate Northern Atlantic"	"Temperate"	4.43752384185791	0.397153347730637	2990.16625976562	0.597947537899017	110090.1171875	32.1061363220215	16.8281021118164	3.2626621723175	16.2408466339111	22.0958843231201
"KAM_A2"	2013	2014	"Aug"	"Sep"	13	"KAM.A2"	"KAM"	"site_20_2013_2014"	"unprotected"	"absent"	8	43.02	27.9	"Pearman et al. 2020"	"Black Sea"	"Black Sea"	"Temperate Northern Atlantic"	"Temperate"	4.43752384185791	0.397153347730637	2990.16625976562	0.597947537899017	110090.1171875	32.1061363220215	16.8281021118164	3.2626621723175	16.2408466339111	22.0958843231201
"KAM_A3"	2013	2014	"Aug"	"Sep"	13	"KAM.A3"	"KAM"	"site_20_2013_2014"	"unprotected"	"absent"	8	43.02	27.9	"Pearman et al. 2020"	"Black Sea"	"Black Sea"	"Temperate Northern Atlantic"	"Temperate"	4.43752384185791	0.397153347730637	2990.16625976562	0.597947537899017	110090.1171875	32.1061363220215	16.8281021118164	3.2626621723175	16.2408466339111	22.0958843231201
"KAR_A1"	2013	2015	"Jun"	"Aug"	26	"KAR.A1"	"KAR"	"site_23_2013_2015"	"protected"	"V"	8	55.79	21.04	"Pearman et al. 2020"	"Baltic Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	16.4827346801758	1.78741586208344	8836.6220703125	0.652844250202179	266120.34375	27.0432605743408	7.09997940063477	0.51216983795166	10.8380880355835	20.0273494720459
"KAR_A2"	2013	2015	"Jun"	"Aug"	26	"KAR.A2"	"KAR"	"site_23_2013_2015"	"protected"	"V"	8	55.79	21.04	"Pearman et al. 2020"	"Baltic Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	16.4827346801758	1.78741586208344	8836.6220703125	0.652844250202179	266120.34375	27.0432605743408	7.09997940063477	0.51216983795166	10.8380880355835	20.0273494720459
"Katza1"	2018	2020	"Oct"	"Jun"	20	"Katza1"	"Katza1"	"site_16_2018_2020"	"unprotected"	"absent"	10	29.52	34.934444	"arms_mbon"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.408451497554779	0.0479273647069931	630.136779785156	0.494968771934509	20329.677734375	45.7507667541504	40.0296936035156	0.936769962310791	24.6961364746094	7.08329200744629
"Katza2"	2018	2020	"Oct"	"Aug"	22	"Katza2"	"Katza2"	"site_16_2018_2020"	"unprotected"	"absent"	10	29.52	34.934444	"arms_mbon"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.408451497554779	0.0479273647069931	630.136779785156	0.494968771934509	20329.677734375	45.7507667541504	40.0296936035156	0.936769962310791	24.6961364746094	7.08329200744629
"Laeso1"	2019	2020	"Aug"	"Aug"	12	"Laeso1"	"Laeso1"	"site_11_2019_2020"	"protected"	"nd"	10	57.25689	11.14193	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	5.33356428146362	0.433596253395081	3838.32470703125	0.568296253681183	124697.4140625	23.9071159362793	27.9328765869141	13.8523979187012	10.683557510376	18.9485321044922
"Laeso2"	2019	2020	"Aug"	"Aug"	12	"Laeso2"	"Laeso2"	"site_11_2019_2020"	"protected"	"nd"	10	57.25692	11.14197	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	5.33356428146362	0.433596253395081	3838.32470703125	0.568296253681183	124697.4140625	23.9071159362793	27.9328765869141	13.8523979187012	10.683557510376	18.9485321044922
"Laeso3"	2019	2020	"Aug"	"Aug"	12	"Laeso3"	"Laeso3"	"site_11_2019_2020"	"protected"	"nd"	10	57.25692	11.14199	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	5.33356428146362	0.433596253395081	3838.32470703125	0.568296253681183	124697.4140625	23.9071159362793	27.9328765869141	13.8523979187012	10.683557510376	18.9485321044922
"LEK_A1"	2013	2014	"Jun"	"Jul"	13	"LEK.A1"	"LEK"	"site_7_2013_2014"	"unprotected"	"absent"	12	43.37	-2.5	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	0.860497415065765	0.0950678810477257	1107.6396484375	0.385650604963303	50078.69921875	31.1440887451172	34.9328460693359	1.96801400184631	16.8862781524658	11.7082214355469
"LEK_A2"	2013	2014	"Jun"	"Jul"	13	"LEK.A2"	"LEK"	"site_7_2013_2014"	"unprotected"	"absent"	12	43.37	-2.5	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	0.860497415065765	0.0950678810477257	1107.6396484375	0.385650604963303	50078.69921875	31.1440887451172	34.9328460693359	1.96801400184631	16.8862781524658	11.7082214355469
"LEK_A3"	2013	2014	"Jun"	"Jul"	13	"LEK.A3"	"LEK"	"site_7_2013_2014"	"unprotected"	"absent"	12	43.37	-2.5	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	0.860497415065765	0.0950678810477257	1107.6396484375	0.385650604963303	50078.69921875	31.1440887451172	34.9328460693359	1.96801400184631	16.8862781524658	11.7082214355469
"LS_A1"	2014	2015	"Jun"	"Jul"	13	"LS.A1"	"LS"	"site_8_2014_2015"	"protected"	"nd"	9	43.6	13.55	"Pearman et al. 2020"	"Adriatic Sea"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	2.48124217987061	0.213389247655869	2107.0419921875	0.468257516622543	94425.9140625	33.1752471923828	35.2683944702148	3.70397710800171	17.8881454467773	19.2513008117676
"LS_A2"	2014	2015	"Jun"	"Jul"	13	"LS.A2"	"LS"	"site_8_2014_2015"	"protected"	"nd"	9	43.6	13.55	"Pearman et al. 2020"	"Adriatic Sea"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	2.48124217987061	0.213389247655869	2107.0419921875	0.468257516622543	94425.9140625	33.1752471923828	35.2683944702148	3.70397710800171	17.8881454467773	19.2513008117676
"LS_A3"	2014	2015	"Jun"	"Jul"	13	"LS.A3"	"LS"	"site_8_2014_2015"	"protected"	"nd"	9	43.6	13.55	"Pearman et al. 2020"	"Adriatic Sea"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	2.48124217987061	0.213389247655869	2107.0419921875	0.468257516622543	94425.9140625	33.1752471923828	35.2683944702148	3.70397710800171	17.8881454467773	19.2513008117676
"NA_A"	2015	2017	"May"	"May"	24	"NA.A"	"North Al Lith"	"site_34_2015_2017"	"unprotected"	"absent"	10	20.44119	39.65073	"Carvalho_etal_2019"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.59181946516037	0.0733747631311417	660.396911621094	0.439835995435715	20352.650390625	48.6514663696289	37.672306060791	2.4160532951355	28.9834747314453	6.13084173202515
"NA_B"	2015	2017	"May"	"May"	24	"NA.B"	"North Al Lith"	"site_34_2015_2017"	"unprotected"	"absent"	10	20.44119	39.65073	"Carvalho_etal_2019"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.59181946516037	0.0733747631311417	660.396911621094	0.439835995435715	20352.650390625	48.6514663696289	37.672306060791	2.4160532951355	28.9834747314453	6.13084173202515
"NA_C"	2015	2017	"May"	"May"	24	"NA.C"	"North Al Lith"	"site_34_2015_2017"	"unprotected"	"absent"	10	20.44119	39.65073	"Carvalho_etal_2019"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.59181946516037	0.0733747631311417	660.396911621094	0.439835995435715	20352.650390625	48.6514663696289	37.672306060791	2.4160532951355	28.9834747314453	6.13084173202515
"NR1"	2018	2020	"Oct"	"Feb"	16	"NR1"	"NR1"	"site_16_2018_2020"	"unprotected"	"absent"	10	29.50555	34.920278	"arms_mbon"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.408451497554779	0.0479273647069931	630.136779785156	0.494968771934509	20329.677734375	45.7507667541504	40.0296936035156	0.936769962310791	24.6961364746094	7.08329200744629
"NR2"	2018	2020	"Oct"	"May"	20	"NR2"	"NR2"	"site_16_2018_2020"	"unprotected"	"absent"	10	29.50555	34.920278	"arms_mbon"	"Northern and Central Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.408451497554779	0.0479273647069931	630.136779785156	0.494968771934509	20329.677734375	45.7507667541504	40.0296936035156	0.936769962310791	24.6961364746094	7.08329200744629
"PAL_A1"	2013	2015	"Jun"	"Aug"	26	"PAL.A1"	"PAL"	"site_24_2013_2015"	"protected"	"IV"	8	55.93	21.03	"Pearman et al. 2020"	"Baltic Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	16.2710933685303	1.75306904315948	8696.8173828125	0.65767776966095	263613.40625	27.0052146911621	7.0588583946228	0.519777417182922	10.6665544509888	19.995288848877
"PAL_A2"	2013	2015	"Jun"	"Aug"	26	"PAL.A2"	"PAL"	"site_24_2013_2015"	"protected"	"IV"	8	55.93	21.03	"Pearman et al. 2020"	"Baltic Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	16.2710933685303	1.75306904315948	8696.8173828125	0.65767776966095	263613.40625	27.0052146911621	7.0588583946228	0.519777417182922	10.6665544509888	19.995288848877
"PAL_A3"	2013	2015	"Jun"	"Aug"	26	"PAL.A3"	"PAL"	"site_24_2013_2015"	"protected"	"IV"	8	55.93	21.03	"Pearman et al. 2020"	"Baltic Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	16.2710933685303	1.75306904315948	8696.8173828125	0.65767776966095	263613.40625	27.0052146911621	7.0588583946228	0.519777417182922	10.6665544509888	19.995288848877
"PAS_A2"	2013	2014	"May"	"May"	12	"PAS.A2"	"PAS"	"site_6_2013_2014"	"unprotected"	"absent"	11	43.34	-1.93	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	1.25056433677673	0.122639566659927	1415.75231933594	0.434632182121277	64452.44921875	31.0975074768066	34.6403350830078	2.30053162574768	16.9977626800537	12.5046529769897
"PAS_A3"	2013	2014	"May"	"May"	12	"PAS.A3"	"PAS"	"site_6_2013_2014"	"unprotected"	"absent"	11	43.34	-1.93	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	1.25056433677673	0.122639566659927	1415.75231933594	0.434632182121277	64452.44921875	31.0975074768066	34.6403350830078	2.30053162574768	16.9977626800537	12.5046529769897
"Red2"	2019	2020	"Oct"	"Nov"	13	"Red2"	"Red2"	"site_10_2019_2020"	"unprotected"	"absent"	4	56.89985	9.05663333	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	9.50784683227539	0.957914233207703	5460.0634765625	0.681786417961121	145459.5	23.349853515625	31.4911346435547	2.93532848358154	10.5588054656982	16.9730339050293
"RIS_A1"	2013	2014	"Jun"	"Dec"	18	"RIS.A1"	"RIS"	"site_3_2013_2014"	"protected"	"II"	17	43.17	5.39	"Pearman et al. 2020"	"Western Mediterranean"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	0.66039514541626	0.086509644985199	937.525695800781	0.336211323738098	41994.8046875	34.9985694885254	37.9811248779297	1.66928672790527	17.708740234375	12.7889013290405
"RIS_A2"	2013	2014	"Jun"	"Dec"	18	"RIS.A2"	"RIS"	"site_3_2013_2014"	"protected"	"II"	17	43.17	5.39	"Pearman et al. 2020"	"Western Mediterranean"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	0.66039514541626	0.086509644985199	937.525695800781	0.336211323738098	41994.8046875	34.9985694885254	37.9811248779297	1.66928672790527	17.708740234375	12.7889013290405
"RIS_A3"	2013	2014	"Jun"	"Dec"	18	"RIS.A3"	"RIS"	"site_3_2013_2014"	"protected"	"II"	17	43.17	5.39	"Pearman et al. 2020"	"Western Mediterranean"	"Mediterranean Sea"	"Temperate Northern Atlantic"	"Temperate"	0.66039514541626	0.086509644985199	937.525695800781	0.336211323738098	41994.8046875	34.9985694885254	37.9811248779297	1.66928672790527	17.708740234375	12.7889013290405
"SA_A"	2015	2017	"May"	"May"	24	"SA.A"	"South Al Lith"	"site_31_2015_2017"	"unprotected"	"absent"	10	19.90149	40.52464	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.843700408935547	0.0924941375851631	866.668640136719	0.438971340656281	27955.912109375	48.7507514953613	38.1246452331543	1.52392196655273	29.7373027801514	5.68926239013672
"SA_B"	2015	2017	"May"	"May"	24	"SA.B"	"South Al Lith"	"site_31_2015_2017"	"unprotected"	"absent"	10	19.90149	40.52464	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.843700408935547	0.0924941375851631	866.668640136719	0.438971340656281	27955.912109375	48.7507514953613	38.1246452331543	1.52392196655273	29.7373027801514	5.68926239013672
"SA_C"	2015	2017	"May"	"May"	24	"SA.C"	"South Al Lith"	"site_31_2015_2017"	"unprotected"	"absent"	10	19.90149	40.52464	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.843700408935547	0.0924941375851631	866.668640136719	0.438971340656281	27955.912109375	48.7507514953613	38.1246452331543	1.52392196655273	29.7373027801514	5.68926239013672
"Svalb1"	2019	2020	"Aug"	"Aug"	12	"Svalb1"	"S1"	"site_27_2019_2020"	"unprotected"	"absent"	14	78.21302778	15.23361111	"arms_mbon"	"North and East Barents Sea"	"Arctic"	"Arctic"	"Polar"	0.971382439136505	0.111293748021126	1907.88000488281	0.886744499206543	14940.1962890625	24.3393211364746	34.8499603271484	0.621045053005219	4.32390689849854	8.04123497009277
"Svalb2"	2018	2019	"Jul"	"Aug"	13	"Svalb2"	"S2"	"site_26_2018_2019"	"unprotected"	"absent"	14	78.18833333	15.14472222	"arms_mbon"	"North and East Barents Sea"	"Arctic"	"Arctic"	"Polar"	0.998998403549194	0.112707398831844	1903.07434082031	0.884788036346436	15237.1083984375	24.1353187561035	34.8622932434082	0.648818552494049	4.30608367919922	7.99071788787842
"TNB_IA1"	2015	2016	"Nov"	"Nov"	12	"IA"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IA2"	2015	2016	"Nov"	"Nov"	12	"IA"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IA3"	2015	2016	"Nov"	"Nov"	12	"IA"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IB1"	2015	2016	"Nov"	"Nov"	12	"IB"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IB2"	2015	2016	"Nov"	"Nov"	12	"IB"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IB3"	2015	2016	"Nov"	"Nov"	12	"IB"	"Tethys bay 2016"	"site_41_2015_2016"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIA1"	2015	2017	"Nov"	"Nov"	24	"IIA"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIA2"	2015	2017	"Nov"	"Nov"	24	"IIA"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIA3"	2015	2017	"Nov"	"Nov"	24	"IIA"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
