	"deployment"	"retrieval"	"month_dep"	"month_ret"	"months"	"arms_code"	"site_code"	"id_site"	"protection"	"protection_level"	"depth"	"lat"	"lon"	"paper"	"ECOREGION"	"PROVINCE"	"REALM"	"Lat_Zone"	"chl_mean"	"k490_mean"	"npp_mean"	"npp_nsi"	"npp_total"	"par_mean"	"sss_mean"	"sss_range"	"sst_mean"	"sst_range"
"TNB_IIB1"	2015	2017	"Nov"	"Nov"	24	"IIB"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIB2"	2015	2017	"Nov"	"Nov"	24	"IIB"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIB3"	2015	2017	"Nov"	"Nov"	24	"IIB"	"Tethys bay 2017"	"site_41_2015_2017"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIA1"	2015	2018	"Nov"	"Nov"	36	"IIIA"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIA2"	2015	2018	"Nov"	"Nov"	36	"IIIA"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIA3"	2015	2018	"Nov"	"Nov"	36	"IIIA"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIB1"	2015	2018	"Nov"	"Nov"	36	"IIIB"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIB2"	2015	2018	"Nov"	"Nov"	36	"IIIB"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"TNB_IIIB3"	2015	2018	"Nov"	"Nov"	36	"IIIB"	"Tethys bay 2018"	"site_41_2015_2018"	"protected"	"nd"	25	-74.69	164.103	"This paper; original unpublished data"	"Ross Sea"	"Continental High Antarctic"	"Southern Ocean"	"Polar"	0.266206383705139	0.08893121778965	558.122680664062	0.968624293804169	1994.85583496094	42.6406440734863	33.7571640014648	4.04990434646606	0.626193702220917	1.60875856876373
"VH1_2019"	2019	2020	"May"	"Jul"	14	"VH1.2019"	"VH1.2019"	"site_12_2019_2020"	"protected"	"II"	24	58.875155	11.103194	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	14.7106590270996	1.5795681476593	7227.47705078125	0.729898869991302	160581.0625	23.9814376831055	25.5467357635498	11.2158937454224	10.7468919754028	18.7870960235596
"VH1_2020"	2018	2019	"Apr"	"May"	13	"VH1.2020"	"VH1.2020"	"site_12_2018_2019"	"protected"	"II"	24	58.875155	11.103194	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	14.7106590270996	1.5795681476593	7227.47705078125	0.729898869991302	160581.0625	23.9814376831055	25.5467357635498	11.2158937454224	10.7468919754028	18.7870960235596
"VH2"	2019	2020	"May"	"Jul"	14	"VH2"	"VH2"	"site_12_2019_2020"	"protected"	"II"	22	58.87633	11.111884	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	14.7106590270996	1.5795681476593	7227.47705078125	0.729898869991302	160581.0625	23.9814376831055	25.5467357635498	11.2158937454224	10.7468919754028	18.7870960235596
"VH3_2019"	2018	2019	"Apr"	"May"	13	"VH3.2019"	"VH3.2019"	"site_12_2018_2019"	"protected"	"II"	25	58.859877	11.080491	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	14.7106590270996	1.5795681476593	7227.47705078125	0.729898869991302	160581.0625	23.9814376831055	25.5467357635498	11.2158937454224	10.7468919754028	18.7870960235596
"VH3_2020"	2019	2020	"May"	"Jul"	14	"VH3.2020"	"VH3.2020"	"site_12_2019_2020"	"protected"	"II"	25	58.859877	11.080491	"arms_mbon"	"North Sea"	"Northern European Seas"	"Temperate Northern Atlantic"	"Temperate"	14.7106590270996	1.5795681476593	7227.47705078125	0.729898869991302	160581.0625	23.9814376831055	25.5467357635498	11.2158937454224	10.7468919754028	18.7870960235596
"WS_A"	2015	2017	"May"	"May"	24	"WS.A"	"Whale Shark"	"site_32_2015_2017"	"unprotected"	"absent"	10	19.96824	40.13826	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.500067174434662	0.0670181438326836	607.638366699219	0.316565662622452	24132.48046875	48.9050598144531	37.9658737182617	1.43173253536224	29.273193359375	5.78111505508423
"WS_B"	2015	2017	"May"	"May"	24	"WS.B"	"Whale Shark"	"site_32_2015_2017"	"unprotected"	"absent"	10	19.96824	40.13826	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.500067174434662	0.0670181438326836	607.638366699219	0.316565662622452	24132.48046875	48.9050598144531	37.9658737182617	1.43173253536224	29.273193359375	5.78111505508423
"WS_C"	2015	2017	"May"	"May"	24	"WS.C"	"Whale Shark"	"site_32_2015_2017"	"unprotected"	"absent"	10	19.96824	40.13826	"Carvalho_etal_2019"	"Southern Red Sea"	"Red Sea and Gulf of Aden"	"Western Indo-Pacific"	"Tropical"	0.500067174434662	0.0670181438326836	607.638366699219	0.316565662622452	24132.48046875	48.9050598144531	37.9658737182617	1.43173253536224	29.273193359375	5.78111505508423
"ZUM_A1"	2013	2014	"May"	"Jun"	13	"ZUM.A1"	"ZUM"	"site_4_2013_2014"	"unprotected"	"absent"	11	43.31	-2.23	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	1.02433550357819	0.106614671647549	1232.48547363281	0.399560660123825	55935.1171875	30.9380741119385	34.7994651794434	2.13925385475159	16.970739364624	12.2497797012329
"ZUM_A2"	2013	2014	"May"	"Jun"	13	"ZUM.A2"	"ZUM"	"site_4_2013_2014"	"unprotected"	"absent"	11	43.31	-2.23	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	1.02433550357819	0.106614671647549	1232.48547363281	0.399560660123825	55935.1171875	30.9380741119385	34.7994651794434	2.13925385475159	16.970739364624	12.2497797012329
"ZUM_A3"	2013	2014	"May"	"Jun"	13	"ZUM.A3"	"ZUM"	"site_4_2013_2014"	"unprotected"	"absent"	11	43.31	-2.23	"Pearman et al. 2020"	"South European Atlantic Shelf"	"Lusitanian"	"Temperate Northern Atlantic"	"Temperate"	1.02433550357819	0.106614671647549	1232.48547363281	0.399560660123825	55935.1171875	30.9380741119385	34.7994651794434	2.13925385475159	16.970739364624	12.2497797012329
